# Pu238In Pu239In Pu241In Pu242In Am241In Pu240In cPu238In cPu239In cPu240In cPu241In cPu242In cAm241In cPu238Out cPu239Out cPu240Out cPu241Out cPu242Out cAm241Out MAIn MAOut AmIn AmOut NpIn NpOut CmIn CmOut PuIn PuOut FissileIn FissileOut Pu238Out Pu239Out Pu240Out Pu241Out Pu242Out Am241Out tds_1__n__iter__
4.740122983e+00 5.736239554e+01 2.013088995e+01 5.466100130e+00 8.384977358e-01 1.146199367e+01 2.451000000e-03 3.013000000e-02 6.020000000e-03 9.604000000e-03 2.871000000e-03 1.408000000e-03 2.411000000e-03 1.233000000e-02 8.468000000e-03 5.597000000e-03 5.019000000e-03 5.720000000e-04 1.400000000e-01 3.400000000e-01 1.400000000e-01 2.000000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 5.248400000e-02 3.439700000e-02 7.570688210e-01 5.211791726e-01 7.009332209e-02 3.584614937e-01 2.461842603e-01 1.627176789e-01 1.459138878e-01 1.662935721e-02 823 
4.954518344e+00 5.265916933e+01 5.592536440e+00 7.941751374e+00 5.846341125e-01 2.826739040e+01 5.574000000e-03 6.018000000e-02 3.230000000e-02 5.805000000e-03 9.077000000e-03 1.252000000e-03 4.831000000e-03 3.274000000e-02 2.873000000e-02 1.196000000e-02 9.297000000e-03 1.431000000e-03 1.300000000e-01 5.000000000e-01 1.300000000e-01 3.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 1.141880000e-01 8.898900000e-02 5.778628227e-01 5.023092742e-01 5.428760858e-02 3.679106406e-01 3.228488914e-01 1.343986335e-01 1.044735866e-01 1.608063918e-02 824 
7.251405230e-01 4.811421240e+01 1.696953209e+01 8.007152500e+00 3.010100865e+00 2.317386162e+01 6.230000000e-04 4.202000000e-02 2.023000000e-02 1.346000000e-02 6.993000000e-03 3.979000000e-03 2.521000000e-03 2.174000000e-02 1.742000000e-02 1.071000000e-02 9.151000000e-03 2.022000000e-03 4.000000000e-01 5.800000000e-01 4.000000000e-01 4.000000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.600000000e-01 8.730500000e-02 6.356400000e-02 6.354733406e-01 5.105090932e-01 3.966081430e-02 3.420174942e-01 2.740544963e-01 1.684915990e-01 1.439651375e-01 3.181045875e-02 825 
2.456394873e+00 5.827179782e+01 1.454712957e+01 4.890460835e+00 1.829189219e+00 1.800502769e+01 1.557000000e-03 3.752000000e-02 1.159000000e-02 8.507000000e-03 3.149000000e-03 2.032000000e-03 2.214000000e-03 1.628000000e-02 1.231000000e-02 7.285000000e-03 5.174000000e-03 9.300000000e-04 2.000000000e-01 3.800000000e-01 2.000000000e-01 2.400000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 6.435500000e-02 4.419300000e-02 7.152047238e-01 5.332292445e-01 5.009843188e-02 3.683841332e-01 2.785509017e-01 1.648451112e-01 1.170773652e-01 2.104405675e-02 826 
3.434729719e+00 5.301046680e+01 9.120010341e+00 9.207793068e+00 1.703779924e+00 2.352322015e+01 3.333000000e-03 5.226000000e-02 2.319000000e-02 8.167000000e-03 9.079000000e-03 2.498000000e-03 3.695000000e-03 2.700000000e-02 2.144000000e-02 1.067000000e-02 9.711000000e-03 1.627000000e-03 2.500000000e-01 5.500000000e-01 2.500000000e-01 3.800000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 9.852700000e-02 7.414300000e-02 6.133039674e-01 5.080722388e-01 4.983612748e-02 3.641611481e-01 2.891709265e-01 1.439110907e-01 1.309766262e-01 2.194408103e-02 827 
1.898796821e+00 4.686590924e+01 1.975328868e+01 2.368833974e+00 2.089228841e+00 2.702394244e+01 1.463000000e-03 3.668000000e-02 2.115000000e-02 1.404000000e-02 1.854000000e-03 3.047000000e-03 2.775000000e-03 1.898000000e-02 1.654000000e-02 1.059000000e-02 5.443000000e-03 1.672000000e-03 3.100000000e-01 4.500000000e-01 3.000000000e-01 3.100000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 7.823400000e-02 5.600000000e-02 6.483114758e-01 5.280357143e-01 4.955357143e-02 3.389285714e-01 2.953571429e-01 1.891071429e-01 9.719642857e-02 2.985714286e-02 828 
3.293027204e+00 4.567454433e+01 2.107762300e+01 3.662868583e+00 1.119846212e+00 2.517209067e+01 2.439000000e-03 3.436000000e-02 1.894000000e-02 1.440000000e-02 2.756000000e-03 2.293000000e-03 3.117000000e-03 1.773000000e-02 1.484000000e-02 9.966000000e-03 6.084000000e-03 1.422000000e-03 2.300000000e-01 4.400000000e-01 2.300000000e-01 3.000000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 7.518800000e-02 5.315900000e-02 6.485077406e-01 5.210030286e-01 5.863541451e-02 3.335277187e-01 2.791625125e-01 1.874753099e-01 1.144491055e-01 2.674993886e-02 829 
3.200917488e+00 5.743976489e+01 1.544272654e+00 5.330919402e+00 1.487515124e+00 3.099661044e+01 3.684000000e-03 6.715000000e-02 3.623000000e-02 1.640000000e-03 6.232000000e-03 1.899000000e-03 3.634000000e-03 3.630000000e-02 3.282000000e-02 1.148000000e-02 6.527000000e-03 1.474000000e-03 1.900000000e-01 4.500000000e-01 1.900000000e-01 3.200000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.100000000e-01 1.168350000e-01 9.223500000e-02 5.887790474e-01 5.180246110e-01 3.939936033e-02 3.935599284e-01 3.558302163e-01 1.244646826e-01 7.076489402e-02 1.598091831e-02 830 
1.860062084e+00 5.456563797e+01 1.091252174e+01 8.771485307e+00 1.783267282e+00 2.210702562e+01 1.588000000e-03 4.734000000e-02 1.917000000e-02 8.598000000e-03 7.610000000e-03 2.410000000e-03 2.447000000e-03 2.311000000e-02 1.819000000e-02 9.664000000e-03 8.610000000e-03 1.424000000e-03 2.400000000e-01 5.100000000e-01 2.400000000e-01 3.400000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 8.671600000e-02 6.344500000e-02 6.450712671e-01 5.165734100e-01 3.856883915e-02 3.642525022e-01 2.867050201e-01 1.523209079e-01 1.357080936e-01 2.244463709e-02 831 
3.119713317e+00 5.819775075e+01 2.026026476e+01 9.106845673e+00 1.693255716e+00 7.622169789e+00 1.659000000e-03 3.143000000e-02 4.116000000e-03 9.939000000e-03 4.919000000e-03 1.914000000e-03 2.154000000e-03 1.259000000e-02 8.071000000e-03 5.372000000e-03 6.432000000e-03 6.330000000e-04 1.900000000e-01 4.000000000e-01 1.900000000e-01 2.300000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 5.397700000e-02 3.525200000e-02 7.664190303e-01 5.095313741e-01 6.110291615e-02 3.571428571e-01 2.289515488e-01 1.523885170e-01 1.824577329e-01 1.795642800e-02 832 
4.528042784e+00 5.547339117e+01 2.134196222e+01 4.482523292e+00 2.434340538e+00 1.173973999e+01 2.448000000e-03 3.047000000e-02 6.447000000e-03 1.065000000e-02 2.462000000e-03 2.407000000e-03 2.878000000e-03 1.310000000e-02 8.674000000e-03 5.974000000e-03 4.961000000e-03 7.810000000e-04 2.400000000e-01 3.600000000e-01 2.400000000e-01 2.200000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 5.488400000e-02 3.636800000e-02 7.492165294e-01 5.244720634e-01 7.913550374e-02 3.602067752e-01 2.385063792e-01 1.642652882e-01 1.364111307e-01 2.147492301e-02 833 
2.505468461e+00 4.952100638e+01 1.422339602e+01 3.409429025e+00 2.165776855e+00 2.817492326e+01 2.209000000e-03 4.436000000e-02 2.524000000e-02 1.157000000e-02 3.054000000e-03 3.102000000e-03 3.243000000e-03 2.318000000e-02 2.087000000e-02 1.143000000e-02 5.755000000e-03 1.850000000e-03 3.100000000e-01 4.800000000e-01 3.100000000e-01 3.400000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 8.953500000e-02 6.632800000e-02 6.246719160e-01 5.218007478e-01 4.889337836e-02 3.494753347e-01 3.146484139e-01 1.723254131e-01 8.676577011e-02 2.789168978e-02 834 
1.859659350e+00 5.957125345e+01 1.975646774e+01 1.318894621e+00 1.866673448e+00 1.562705139e+01 9.230000000e-04 3.003000000e-02 7.875000000e-03 9.044000000e-03 6.650000000e-04 1.850000000e-03 1.722000000e-03 1.209000000e-02 8.945000000e-03 5.794000000e-03 3.729000000e-03 6.310000000e-04 1.900000000e-01 2.800000000e-01 1.900000000e-01 1.700000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 9.000000000e-02 5.038700000e-02 3.291100000e-02 7.754778018e-01 5.434049406e-01 5.232293154e-02 3.673543800e-01 2.717936252e-01 1.760505606e-01 1.133055817e-01 1.917292091e-02 835 
4.138126519e+00 5.659081949e+01 7.109484081e+00 6.366365966e+00 8.517485899e-01 2.494345535e+01 3.678000000e-03 5.109000000e-02 2.252000000e-02 5.830000000e-03 5.748000000e-03 1.355000000e-03 3.413000000e-03 2.517000000e-02 2.094000000e-02 9.909000000e-03 6.674000000e-03 1.153000000e-03 1.400000000e-01 4.300000000e-01 1.400000000e-01 2.800000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 9.022100000e-02 6.725900000e-02 6.308952461e-01 5.215510192e-01 5.074413833e-02 3.742250108e-01 3.113337992e-01 1.473260084e-01 9.922835606e-02 1.714268722e-02 836 
3.834961038e+00 4.992622415e+01 1.034039759e+01 7.103186531e+00 1.698901971e+00 2.709632872e+01 3.933000000e-03 5.201000000e-02 2.822000000e-02 9.784000000e-03 7.401000000e-03 2.752000000e-03 4.283000000e-03 2.807000000e-02 2.448000000e-02 1.200000000e-02 8.708000000e-03 1.913000000e-03 2.800000000e-01 5.500000000e-01 2.800000000e-01 3.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 1.041000000e-01 7.945400000e-02 5.936023055e-01 5.043169633e-01 5.390540438e-02 3.532861782e-01 3.081028016e-01 1.510307851e-01 1.095980064e-01 2.407682433e-02 837 
3.074465284e-01 5.162995699e+01 8.661331339e+00 7.096332370e+00 2.878110187e-01 3.201712176e+01 3.170000000e-04 5.415000000e-02 3.357000000e-02 8.251000000e-03 7.443000000e-03 1.133000000e-03 1.114000000e-03 2.842000000e-02 2.849000000e-02 1.242000000e-02 8.480000000e-03 1.464000000e-03 1.100000000e-01 4.900000000e-01 1.100000000e-01 3.400000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 1.048640000e-01 8.038800000e-02 5.950659902e-01 5.080360253e-01 1.385778972e-02 3.535353535e-01 3.544061303e-01 1.545006717e-01 1.054883814e-01 1.821167338e-02 838 
3.283636617e+00 5.225585153e+01 4.021136331e+00 3.792693109e+00 1.895892361e+00 3.475079006e+01 4.249000000e-03 6.869000000e-02 4.567000000e-02 4.801000000e-03 4.986000000e-03 2.969000000e-03 4.522000000e-03 3.956000000e-02 3.968000000e-02 1.368000000e-02 6.046000000e-03 2.215000000e-03 3.000000000e-01 5.200000000e-01 3.000000000e-01 3.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.100000000e-01 1.313650000e-01 1.057030000e-01 5.594412515e-01 5.036753924e-01 4.278024276e-02 3.742561706e-01 3.753914269e-01 1.294192218e-01 5.719799816e-02 2.095493978e-02 839 
3.322724655e+00 4.670803348e+01 6.991428493e+00 8.320464622e+00 1.555720964e+00 3.310162779e+01 4.714000000e-03 6.732000000e-02 4.770000000e-02 9.152000000e-03 1.199000000e-02 3.158000000e-03 5.039000000e-03 4.031000000e-02 4.069000000e-02 1.537000000e-02 1.244000000e-02 2.674000000e-03 3.200000000e-01 6.800000000e-01 3.200000000e-01 5.100000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 1.440340000e-01 1.165230000e-01 5.309301970e-01 4.778455756e-01 4.324468131e-02 3.459402865e-01 3.492014452e-01 1.319052891e-01 1.067600388e-01 2.294825914e-02 840 
1.203924576e+00 4.852450977e+01 1.052743187e+01 4.378131051e+00 1.526693388e+00 3.383930934e+01 1.317000000e-03 5.393000000e-02 3.760000000e-02 1.063000000e-02 4.866000000e-03 2.763000000e-03 2.472000000e-03 2.985000000e-02 3.119000000e-02 1.379000000e-02 6.850000000e-03 2.176000000e-03 2.800000000e-01 5.400000000e-01 2.800000000e-01 3.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 1.111060000e-01 8.632800000e-02 5.810667291e-01 5.055138541e-01 2.863497359e-02 3.457742563e-01 3.612964507e-01 1.597395978e-01 7.934853118e-02 2.520619034e-02 841 
3.740868081e+00 4.798768828e+01 2.177496816e+01 4.271606314e+00 2.624944629e+00 1.959992454e+01 2.574000000e-03 3.354000000e-02 1.370000000e-02 1.382000000e-02 2.986000000e-03 3.224000000e-03 3.504000000e-03 1.675000000e-02 1.223000000e-02 8.611000000e-03 6.066000000e-03 1.413000000e-03 3.200000000e-01 4.500000000e-01 3.200000000e-01 3.000000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 6.984400000e-02 4.857400000e-02 6.780825840e-01 5.221105941e-01 7.213735743e-02 3.448346852e-01 2.517807881e-01 1.772759089e-01 1.248816239e-01 2.908963643e-02 842 
3.516887920e+00 4.951540055e+01 5.576951364e+00 2.851859244e+00 2.289785093e+00 3.624911583e+01 4.797000000e-03 6.861000000e-02 5.022000000e-02 7.019000000e-03 3.952000000e-03 3.871000000e-03 5.294000000e-03 4.078000000e-02 4.292000000e-02 1.498000000e-02 5.599000000e-03 2.770000000e-03 3.900000000e-01 5.600000000e-01 3.900000000e-01 4.300000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.100000000e-01 1.384690000e-01 1.123430000e-01 5.461800114e-01 4.963371105e-01 4.712354130e-02 3.629954692e-01 3.820442751e-01 1.333416412e-01 4.983844120e-02 2.465663192e-02 843 
4.793497234e-01 5.774421880e+01 1.264971974e+01 3.435391854e+00 2.477125545e+00 2.321419434e+01 3.360000000e-04 4.113000000e-02 1.653000000e-02 8.184000000e-03 2.447000000e-03 2.585000000e-03 1.699000000e-03 1.866000000e-02 1.542000000e-02 8.546000000e-03 4.792000000e-03 1.210000000e-03 2.600000000e-01 3.900000000e-01 2.600000000e-01 2.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.100000000e-01 7.121200000e-02 5.032700000e-02 6.924956468e-01 5.405845769e-01 3.375921474e-02 3.707751306e-01 3.063961691e-01 1.698094462e-01 9.521727900e-02 2.404276035e-02 844 
3.576841220e+00 4.712759853e+01 1.341948551e+01 5.541570685e+00 1.517740445e+00 2.881676361e+01 3.519000000e-03 4.710000000e-02 2.879000000e-02 1.218000000e-02 5.538000000e-03 2.741000000e-03 4.051000000e-03 2.563000000e-02 2.370000000e-02 1.249000000e-02 7.685000000e-03 1.974000000e-03 2.700000000e-01 5.400000000e-01 2.700000000e-01 3.800000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 9.986800000e-02 7.553000000e-02 5.935835303e-01 5.047001192e-01 5.363431749e-02 3.393353634e-01 3.137826029e-01 1.653647557e-01 1.017476499e-01 2.613531047e-02 845 
2.897786823e+00 4.953573770e+01 1.982645305e+01 2.313435156e+00 1.984397639e+00 2.344218963e+01 2.009000000e-03 3.489000000e-02 1.651000000e-02 1.269000000e-02 1.630000000e-03 2.673000000e-03 2.915000000e-03 1.717000000e-02 1.383000000e-02 9.074000000e-03 5.019000000e-03 1.334000000e-03 2.700000000e-01 4.000000000e-01 2.700000000e-01 2.700000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.100000000e-01 7.040200000e-02 4.934200000e-02 6.758330729e-01 5.318795347e-01 5.907745937e-02 3.479794090e-01 2.802885979e-01 1.839001257e-01 1.017186170e-01 2.703579101e-02 846 
4.861705335e+00 5.799228815e+01 4.623575369e-01 7.866928112e+00 5.124905323e-02 2.876547181e+01 5.610000000e-03 6.799000000e-02 3.372000000e-02 4.920000000e-04 9.223000000e-03 1.100000000e-04 4.349000000e-03 3.634000000e-02 3.104000000e-02 1.095000000e-02 8.569000000e-03 8.630000000e-04 1.000000000e-02 4.200000000e-01 1.000000000e-02 2.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 1.171450000e-01 9.211100000e-02 5.845917453e-01 5.134023081e-01 4.721477348e-02 3.945239982e-01 3.369847250e-01 1.188783099e-01 9.302906276e-02 9.369130723e-03 847 
4.751795747e+00 5.382337295e+01 6.264609606e+00 9.475592652e+00 1.661260498e+00 2.402336855e+01 5.102000000e-03 5.871000000e-02 2.620000000e-02 6.206000000e-03 1.034000000e-02 2.433000000e-03 4.899000000e-03 3.137000000e-02 2.449000000e-02 1.102000000e-02 1.037000000e-02 1.669000000e-03 2.400000000e-01 5.600000000e-01 2.400000000e-01 3.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 1.089910000e-01 8.381800000e-02 5.956088117e-01 5.057386242e-01 5.844806605e-02 3.742632847e-01 2.921806772e-01 1.314753394e-01 1.237204419e-01 1.991219070e-02 848 
2.795680865e+00 5.080396400e+01 1.462965416e+01 8.684621879e+00 9.599454677e-01 2.212613363e+01 2.256000000e-03 4.164000000e-02 1.813000000e-02 1.089000000e-02 7.119000000e-03 1.883000000e-03 2.741000000e-03 2.041000000e-02 1.637000000e-02 9.589000000e-03 8.652000000e-03 1.298000000e-03 1.900000000e-01 4.900000000e-01 1.900000000e-01 3.300000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 8.191800000e-02 5.906000000e-02 6.412510071e-01 5.079410769e-01 4.641043007e-02 3.455807653e-01 2.771757535e-01 1.623603115e-01 1.464950897e-01 2.197764985e-02 849 
4.021671408e+00 5.841451120e+01 1.415489920e+01 9.671906165e+00 2.903491398e+00 1.083352063e+01 2.697000000e-03 3.980000000e-02 7.380000000e-03 8.760000000e-03 6.590000000e-03 2.856000000e-03 3.235000000e-03 1.739000000e-02 1.107000000e-02 6.733000000e-03 7.521000000e-03 1.062000000e-03 2.900000000e-01 4.700000000e-01 2.900000000e-01 2.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 6.808300000e-02 4.701100000e-02 7.132470661e-01 5.131352237e-01 6.881368190e-02 3.699134245e-01 2.354768033e-01 1.432217992e-01 1.599838336e-01 2.259045755e-02 850 
3.352808321e+00 5.770788942e+01 9.255511859e+00 8.706887693e+00 3.899479264e+00 1.707742345e+01 2.868000000e-03 5.015000000e-02 1.484000000e-02 7.305000000e-03 7.566000000e-03 4.115000000e-03 3.903000000e-03 2.447000000e-02 1.649000000e-02 8.728000000e-03 8.257000000e-03 1.746000000e-03 4.100000000e-01 5.500000000e-01 4.100000000e-01 3.700000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 8.684400000e-02 6.359400000e-02 6.615885956e-01 5.220303802e-01 6.137371450e-02 3.847847281e-01 2.593011919e-01 1.372456521e-01 1.298392930e-01 2.745542032e-02 851 
1.263779759e+00 5.665327198e+01 1.193481756e+01 3.312936080e+00 1.013494790e+00 2.582169983e+01 9.110000000e-04 4.148000000e-02 1.890000000e-02 7.937000000e-03 2.426000000e-03 1.541000000e-03 1.652000000e-03 1.901000000e-02 1.679000000e-02 8.996000000e-03 4.740000000e-03 1.049000000e-03 1.500000000e-01 3.600000000e-01 1.500000000e-01 2.400000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.000000000e-01 7.319500000e-02 5.223700000e-02 6.751417447e-01 5.361333920e-01 3.162509332e-02 3.639182955e-01 3.214196834e-01 1.722150966e-01 9.074027988e-02 2.008155139e-02 852 
3.340980199e+00 4.326766322e+01 2.305784668e+01 8.345708070e+00 2.017629047e+00 1.997017279e+01 2.541000000e-03 3.343000000e-02 1.543000000e-02 1.618000000e-02 6.448000000e-03 3.186000000e-03 3.562000000e-03 1.762000000e-02 1.288000000e-02 9.550000000e-03 9.212000000e-03 1.623000000e-03 3.200000000e-01 5.400000000e-01 3.200000000e-01 3.600000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.600000000e-01 7.721500000e-02 5.444700000e-02 6.424917438e-01 4.990173931e-01 6.542141899e-02 3.236174629e-01 2.365603247e-01 1.753999302e-01 1.691920583e-01 2.980880489e-02 853 
3.973536697e+00 5.288735397e+01 1.523817943e+01 2.604053575e+00 2.846007485e+00 2.245086884e+01 2.938000000e-03 3.973000000e-02 1.686000000e-02 1.040000000e-02 1.956000000e-03 3.180000000e-03 3.666000000e-03 1.938000000e-02 1.527000000e-02 9.116000000e-03 4.788000000e-03 1.460000000e-03 3.200000000e-01 4.100000000e-01 3.200000000e-01 2.800000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.100000000e-01 7.506400000e-02 5.368000000e-02 6.678301183e-01 5.308494784e-01 6.829359165e-02 3.610283159e-01 2.844634873e-01 1.698211624e-01 8.919523100e-02 2.719821162e-02 854 
9.830628642e-01 5.356361081e+01 5.677177848e+00 4.299151144e+00 2.495397780e+00 3.298159956e+01 1.134000000e-03 6.278000000e-02 3.865000000e-02 6.044000000e-03 5.039000000e-03 3.526000000e-03 2.469000000e-03 3.463000000e-02 3.377000000e-02 1.286000000e-02 6.287000000e-03 2.256000000e-03 3.500000000e-01 5.400000000e-01 3.500000000e-01 4.000000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 1.171730000e-01 9.227200000e-02 5.873708107e-01 5.146740073e-01 2.675784637e-02 3.753034507e-01 3.659831802e-01 1.393705566e-01 6.813551240e-02 2.444945379e-02 855 
2.729838821e+00 5.181290373e+01 2.930102262e+00 6.898686350e+00 9.655570141e-01 3.466291182e+01 3.808000000e-03 7.343000000e-02 4.912000000e-02 3.772000000e-03 9.778000000e-03 1.745000000e-03 3.750000000e-03 4.271000000e-02 4.277000000e-02 1.392000000e-02 9.720000000e-03 1.834000000e-03 1.700000000e-01 5.300000000e-01 1.700000000e-01 3.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 1.416530000e-01 1.147040000e-01 5.450078713e-01 4.937055377e-01 3.269284419e-02 3.723497001e-01 3.728727856e-01 1.213558376e-01 8.473985214e-02 1.598898033e-02 856 
4.785799480e+00 4.451951211e+01 1.444810365e+01 2.907458394e+00 1.584592087e+00 3.175453427e+01 4.940000000e-03 4.668000000e-02 3.329000000e-02 1.376000000e-02 3.049000000e-03 3.045000000e-03 5.226000000e-03 2.653000000e-02 2.644000000e-02 1.382000000e-02 6.026000000e-03 2.270000000e-03 3.100000000e-01 5.300000000e-01 3.000000000e-01 3.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 1.047640000e-01 8.031200000e-02 5.769157344e-01 5.024155792e-01 6.507122223e-02 3.303366869e-01 3.292160574e-01 1.720788923e-01 7.503237374e-02 2.826476741e-02 857 
2.778682416e+00 5.011609141e+01 9.037509549e+00 1.999016974e+00 7.114689009e-01 3.535723075e+01 2.934000000e-03 5.375000000e-02 3.792000000e-02 8.804000000e-03 2.144000000e-03 1.649000000e-03 3.173000000e-03 2.929000000e-02 3.140000000e-02 1.332000000e-02 4.590000000e-03 1.707000000e-03 1.700000000e-01 4.100000000e-01 1.600000000e-01 3.000000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 9.000000000e-02 1.072010000e-01 8.348000000e-02 5.835206761e-01 5.104216579e-01 3.800910398e-02 3.508624820e-01 3.761379971e-01 1.595591759e-01 5.498322952e-02 2.044801150e-02 858 
1.066040843e+00 5.532964751e+01 1.292678891e+01 8.026786440e+00 1.396618606e+00 2.125411770e+01 8.050000000e-04 4.242000000e-02 1.629000000e-02 9.002000000e-03 6.155000000e-03 1.976000000e-03 1.762000000e-03 1.965000000e-02 1.564000000e-02 8.774000000e-03 7.539000000e-03 1.168000000e-03 2.000000000e-01 4.600000000e-01 2.000000000e-01 3.000000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 7.664800000e-02 5.453300000e-02 6.708850851e-01 5.212256799e-01 3.231071095e-02 3.603322759e-01 2.867988191e-01 1.608934040e-01 1.382465663e-01 2.141822383e-02 859 
4.490098443e+00 4.537145908e+01 2.349019694e+01 7.933431719e-01 1.250323070e+00 2.460457930e+01 3.063000000e-03 3.144000000e-02 1.705000000e-02 1.478000000e-02 5.500000000e-04 2.355000000e-03 3.526000000e-03 1.630000000e-02 1.310000000e-02 9.375000000e-03 4.756000000e-03 1.318000000e-03 2.400000000e-01 3.700000000e-01 2.400000000e-01 2.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.000000000e-01 6.923800000e-02 4.837500000e-02 6.675525001e-01 5.307493540e-01 7.288888889e-02 3.369509044e-01 2.708010336e-01 1.937984496e-01 9.831524548e-02 2.724547804e-02 860 
4.071305398e+00 4.784711098e+01 1.810877142e+01 1.175581769e+00 4.321893672e-01 2.836504107e+01 3.057000000e-03 3.649000000e-02 2.163000000e-02 1.255000000e-02 8.970000000e-04 1.594000000e-03 3.210000000e-03 1.855000000e-02 1.686000000e-02 1.031000000e-02 4.567000000e-03 1.280000000e-03 1.600000000e-01 3.600000000e-01 1.600000000e-01 2.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 9.000000000e-02 7.621800000e-02 5.477700000e-02 6.434175654e-01 5.268634646e-01 5.860123775e-02 3.386457820e-01 3.077934169e-01 1.882176826e-01 8.337440897e-02 2.336747175e-02 861 
2.555672712e+00 5.287329339e+01 2.261665588e+00 6.761097753e+00 1.602785283e+00 3.394548528e+01 3.590000000e-03 7.545000000e-02 4.843000000e-02 2.931000000e-03 9.649000000e-03 2.576000000e-03 3.848000000e-03 4.398000000e-02 4.257000000e-02 1.359000000e-02 9.536000000e-03 2.085000000e-03 2.600000000e-01 5.600000000e-01 2.600000000e-01 4.200000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 1.426260000e-01 1.156090000e-01 5.495561819e-01 4.979716112e-01 3.328460587e-02 3.804202095e-01 3.682239272e-01 1.175514017e-01 8.248492764e-02 1.803492808e-02 862 
2.326421321e+00 5.189271211e+01 1.853377359e+01 4.990922347e+00 1.186351054e+00 2.106981958e+01 1.551000000e-03 3.514000000e-02 1.426000000e-02 1.140000000e-02 3.380000000e-03 1.951000000e-03 2.276000000e-03 1.638000000e-02 1.294000000e-02 8.247000000e-03 5.919000000e-03 1.073000000e-03 2.000000000e-01 4.100000000e-01 2.000000000e-01 2.600000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 6.768200000e-02 4.683500000e-02 6.876274342e-01 5.258247037e-01 4.859613537e-02 3.497384435e-01 2.762891000e-01 1.760862603e-01 1.263798441e-01 2.291021672e-02 863 
4.922010244e-01 4.520836637e+01 1.076047227e+01 3.027348973e+00 6.882839538e-02 4.044278297e+01 5.940000000e-04 5.544000000e-02 4.959000000e-02 1.199000000e-02 3.713000000e-03 1.293000000e-03 1.458000000e-03 3.181000000e-02 4.022000000e-02 1.593000000e-02 6.103000000e-03 2.000000000e-03 1.300000000e-01 4.900000000e-01 1.300000000e-01 3.600000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.000000000e-01 1.226200000e-01 9.752100000e-02 5.499102920e-01 4.895355872e-01 1.495062602e-02 3.261861548e-01 4.124239907e-01 1.633494324e-01 6.258139273e-02 2.050840332e-02 864 
