Pu238In Pu239In Pu241In Pu242In Am241In Pu240In cPu238In cPu239In cPu240In cPu241In cPu242In cAm241In cPu238Out cPu239Out cPu240Out cPu241Out cPu242Out cAm241Out MAIn MAOut AmIn AmOut NpIn NpOut CmIn CmOut PuIn PuOut FissileIn FissileOut Pu238Out Pu239Out Pu240Out Pu241Out Pu242Out Am241Out tds_1__n__iter__
3.844527035e+00 4.993038681e+01 1.778599828e+01 9.674018228e+00 7.464977153e-01 1.801857193e+01 3.129000000e-03 4.128000000e-02 1.490000000e-02 1.336000000e-02 7.999000000e-03 1.963000000e-03 3.410000000e-03 2.072000000e-02 1.460000000e-02 9.522000000e-03 9.605000000e-03 1.381000000e-03 2.000000000e-01 5.100000000e-01 2.000000000e-01 3.400000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 8.263100000e-02 5.923800000e-02 6.612530406e-01 5.105168979e-01 5.756440123e-02 3.497754820e-01 2.464634188e-01 1.607414160e-01 1.621425436e-01 2.331273844e-02 474 
1.387420384e+00 5.746769656e+01 1.138665587e+01 4.695398968e+00 3.826839220e+00 2.123598900e+01 1.129000000e-03 4.750000000e-02 1.755000000e-02 8.548000000e-03 3.881000000e-03 4.016000000e-03 2.742000000e-03 2.314000000e-02 1.732000000e-02 9.353000000e-03 5.749000000e-03 1.767000000e-03 4.000000000e-01 4.900000000e-01 4.000000000e-01 3.300000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 8.262400000e-02 6.007100000e-02 6.783501162e-01 5.409099233e-01 4.564598558e-02 3.852108338e-01 2.883254815e-01 1.556990894e-01 9.570341762e-02 2.941519202e-02 475 
9.475436423e-01 5.980834528e+01 2.123741698e+01 4.065990196e+00 3.755593212e-02 1.390314797e+01 7.710000000e-04 4.942000000e-02 1.149000000e-02 1.594000000e-02 3.360000000e-03 1.639000000e-03 1.776000000e-03 2.520000000e-02 1.400000000e-02 1.015000000e-02 5.826000000e-03 1.527000000e-03 1.600000000e-01 4.300000000e-01 1.600000000e-01 3.000000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.100000000e-01 8.262000000e-02 5.847900000e-02 7.910917453e-01 6.044905009e-01 3.036987637e-02 4.309239214e-01 2.394021786e-01 1.735665795e-01 9.962550659e-02 2.611193762e-02 476 
4.347047382e+00 4.390867889e+01 1.825467564e+01 4.949606914e+00 2.434741572e+00 2.610524960e+01 3.538000000e-03 3.631000000e-02 2.158000000e-02 1.371000000e-02 4.093000000e-03 3.390000000e-03 4.274000000e-03 1.936000000e-02 1.683000000e-02 1.062000000e-02 7.062000000e-03 1.771000000e-03 3.400000000e-01 5.100000000e-01 3.400000000e-01 3.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.262100000e-02 5.991700000e-02 6.054150882e-01 5.003588297e-01 7.133200928e-02 3.231136405e-01 2.808885625e-01 1.772451892e-01 1.178630439e-01 2.955755462e-02 477 
3.174863457e+00 5.859744517e+01 1.003150267e+00 8.989363730e+00 1.185514375e+00 2.704966300e+01 2.584000000e-03 4.844000000e-02 2.236000000e-02 7.530000000e-04 7.432000000e-03 1.053000000e-03 2.372000000e-03 2.164000000e-02 1.999000000e-02 8.761000000e-03 7.376000000e-03 8.130000000e-04 1.100000000e-01 4.300000000e-01 1.100000000e-01 2.700000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.262200000e-02 6.095200000e-02 5.953983201e-01 4.987695236e-01 3.891586822e-02 3.550334690e-01 3.279629873e-01 1.437360546e-01 1.210132563e-01 1.333836461e-02 478 
1.027397122e+00 5.930678474e+01 7.499269704e+00 2.434879211e+00 1.603409956e+00 2.812825926e+01 8.360000000e-04 4.901000000e-02 2.324000000e-02 5.629000000e-03 2.012000000e-03 1.889000000e-03 1.697000000e-03 2.328000000e-02 2.076000000e-02 9.856000000e-03 4.118000000e-03 1.227000000e-03 1.900000000e-01 3.500000000e-01 1.900000000e-01 2.400000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 9.000000000e-02 8.261600000e-02 6.093800000e-02 6.613609954e-01 5.437657947e-01 2.784797663e-02 3.820276346e-01 3.406741278e-01 1.617381601e-01 6.757688142e-02 2.013521940e-02 479 
4.460359528e-01 5.762955442e+01 8.234330878e+00 7.943431914e+00 2.739014329e+00 2.300763251e+01 3.630000000e-04 4.762000000e-02 1.901000000e-02 6.181000000e-03 6.565000000e-03 2.880000000e-03 1.759000000e-03 2.228000000e-02 1.818000000e-02 9.081000000e-03 7.487000000e-03 1.386000000e-03 2.900000000e-01 4.900000000e-01 2.900000000e-01 3.200000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.261900000e-02 6.017300000e-02 6.511940353e-01 5.211805959e-01 2.923237997e-02 3.702657338e-01 3.021288618e-01 1.509148621e-01 1.244245758e-01 2.303358649e-02 480 
3.313176703e-01 5.883568923e+01 1.283619135e+01 1.390043623e+00 1.425868910e+00 2.518088922e+01 2.690000000e-04 4.862000000e-02 2.080000000e-02 9.634000000e-03 1.149000000e-03 2.147000000e-03 1.509000000e-03 2.390000000e-02 1.917000000e-02 1.033000000e-02 3.980000000e-03 1.452000000e-03 2.200000000e-01 3.600000000e-01 2.100000000e-01 2.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 9.000000000e-02 8.261900000e-02 6.034100000e-02 7.050920490e-01 5.672759815e-01 2.500787193e-02 3.960822658e-01 3.176944366e-01 1.711937157e-01 6.595846937e-02 2.406324058e-02 481 
6.024359464e-01 5.108684168e+01 1.440876685e+01 4.920200395e+00 3.304406439e-01 2.865131449e+01 4.900000000e-04 4.222000000e-02 2.367000000e-02 1.081000000e-02 4.066000000e-03 1.363000000e-03 1.401000000e-03 2.082000000e-02 1.950000000e-02 1.065000000e-02 6.364000000e-03 1.284000000e-03 1.400000000e-01 4.300000000e-01 1.400000000e-01 2.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 8.261900000e-02 6.001900000e-02 6.418620414e-01 5.243339609e-01 2.334260817e-02 3.468901515e-01 3.248971159e-01 1.774438095e-01 1.060330895e-01 2.139322548e-02 482 
2.024004509e+00 4.325274867e+01 1.923325024e+01 7.945909933e+00 2.644454490e+00 2.489963216e+01 1.647000000e-03 3.575000000e-02 2.058000000e-02 1.444000000e-02 6.568000000e-03 3.636000000e-03 3.125000000e-03 1.886000000e-02 1.607000000e-02 1.047000000e-02 9.195000000e-03 1.827000000e-03 3.600000000e-01 5.700000000e-01 3.600000000e-01 3.800000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.600000000e-01 8.262100000e-02 5.954700000e-02 6.074726764e-01 4.925521017e-01 5.247955397e-02 3.167246041e-01 2.698708583e-01 1.758274976e-01 1.544158396e-01 3.068164643e-02 484 
1.220890652e+00 5.988922618e+01 1.581540451e+01 2.230072552e+00 8.465185046e-01 1.999788760e+01 9.930000000e-04 4.950000000e-02 1.652000000e-02 1.187000000e-02 1.843000000e-03 1.895000000e-03 1.939000000e-03 2.471000000e-02 1.679000000e-02 1.013000000e-02 4.478000000e-03 1.459000000e-03 1.900000000e-01 3.800000000e-01 1.900000000e-01 2.700000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 9.000000000e-02 8.262100000e-02 5.950600000e-02 7.427893635e-01 5.854871778e-01 3.258494942e-02 4.152522435e-01 2.821564212e-01 1.702349343e-01 7.525291567e-02 2.451853595e-02 485 
4.036536802e+00 5.478605145e+01 1.593909016e+01 6.619125855e+00 2.646325694e+00 1.597287004e+01 3.285000000e-03 4.530000000e-02 1.321000000e-02 1.197000000e-02 5.473000000e-03 3.389000000e-03 4.029000000e-03 2.266000000e-02 1.466000000e-02 9.175000000e-03 7.242000000e-03 1.681000000e-03 3.400000000e-01 5.100000000e-01 3.400000000e-01 3.400000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.262700000e-02 5.944700000e-02 6.931148414e-01 5.355190338e-01 6.777465642e-02 3.811798745e-01 2.466062207e-01 1.543391593e-01 1.218228001e-01 2.827728901e-02 486 
2.164950587e+00 4.354625721e+01 1.304158905e+01 5.367848024e+00 1.683054351e+00 3.419630078e+01 1.762000000e-03 3.600000000e-02 2.826000000e-02 9.791000000e-03 4.437000000e-03 2.375000000e-03 2.617000000e-03 1.840000000e-02 2.075000000e-02 1.080000000e-02 6.967000000e-03 1.433000000e-03 2.400000000e-01 4.800000000e-01 2.400000000e-01 3.200000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.262500000e-02 6.096700000e-02 5.542027231e-01 4.789476274e-01 4.292486099e-02 3.018026145e-01 3.403480571e-01 1.771450129e-01 1.142749356e-01 2.350451884e-02 487 
4.617370643e+00 4.984589113e+01 1.518596426e+01 2.407296489e+00 2.355213865e+00 2.558826361e+01 3.759000000e-03 4.122000000e-02 2.116000000e-02 1.141000000e-02 1.991000000e-03 3.092000000e-03 4.251000000e-03 2.119000000e-02 1.783000000e-02 1.040000000e-02 4.999000000e-03 1.664000000e-03 3.100000000e-01 4.400000000e-01 3.100000000e-01 3.000000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.100000000e-01 8.263200000e-02 6.033400000e-02 6.369203214e-01 5.235853747e-01 7.045778500e-02 3.512115888e-01 2.955215964e-01 1.723737859e-01 8.285543806e-02 2.757980575e-02 489 
1.080763385e+00 4.696097577e+01 1.848279608e+01 9.673148766e-01 1.809067543e+00 3.069908235e+01 8.790000000e-04 3.881000000e-02 2.537000000e-02 1.387000000e-02 7.990000000e-04 2.890000000e-03 2.339000000e-03 2.034000000e-02 1.943000000e-02 1.161000000e-02 4.779000000e-03 1.780000000e-03 2.900000000e-01 4.200000000e-01 2.900000000e-01 3.000000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.000000000e-01 8.261800000e-02 6.027800000e-02 6.376334455e-01 5.300441289e-01 3.880354358e-02 3.374365440e-01 3.223398255e-01 1.926075849e-01 7.928265702e-02 2.952984505e-02 490 
4.851418903e+00 5.972875553e+01 3.699581206e+00 3.693217763e+00 2.702173790e+00 2.532485281e+01 3.949000000e-03 4.939000000e-02 2.094000000e-02 2.779000000e-03 3.054000000e-03 2.508000000e-03 3.913000000e-03 2.321000000e-02 1.945000000e-02 8.956000000e-03 4.436000000e-03 1.207000000e-03 2.500000000e-01 3.800000000e-01 2.500000000e-01 2.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.000000000e-01 8.262000000e-02 6.117200000e-02 6.314330671e-01 5.258288106e-01 6.396717452e-02 3.794219578e-01 3.179559275e-01 1.464068528e-01 7.251683777e-02 1.973124959e-02 491 
1.541243807e+00 5.539742451e+01 2.313895028e+01 5.525352444e+00 4.344121979e-01 1.396261675e+01 1.254000000e-03 4.578000000e-02 1.154000000e-02 1.737000000e-02 4.567000000e-03 2.110000000e-03 2.321000000e-03 2.364000000e-02 1.346000000e-02 1.029000000e-02 7.080000000e-03 1.664000000e-03 2.100000000e-01 4.800000000e-01 2.100000000e-01 3.300000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 8.262100000e-02 5.845500000e-02 7.643335230e-01 5.804464973e-01 3.970575656e-02 4.044136515e-01 2.302625952e-01 1.760328458e-01 1.211188093e-01 2.846634163e-02 492 
1.984223316e+00 5.959025171e+01 1.737499720e+01 4.758889113e+00 1.599310871e+00 1.469232779e+01 1.614000000e-03 4.925000000e-02 1.214000000e-02 1.304000000e-02 3.934000000e-03 2.634000000e-03 2.650000000e-03 2.466000000e-02 1.457000000e-02 9.477000000e-03 5.992000000e-03 1.613000000e-03 2.600000000e-01 4.600000000e-01 2.600000000e-01 3.200000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 8.261200000e-02 5.896200000e-02 7.540066818e-01 5.789661138e-01 4.494420135e-02 4.182354737e-01 2.471083070e-01 1.607306401e-01 1.016247753e-01 2.735660256e-02 493 
1.959426902e+00 5.870637000e+01 6.660180517e+00 3.879295581e+00 3.887349766e+00 2.490737723e+01 1.594000000e-03 4.853000000e-02 2.059000000e-02 5.000000000e-03 3.207000000e-03 3.708000000e-03 2.867000000e-03 2.308000000e-02 1.919000000e-02 9.239000000e-03 4.897000000e-03 1.573000000e-03 3.700000000e-01 4.400000000e-01 3.700000000e-01 3.000000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 8.262900000e-02 6.084600000e-02 6.478355057e-01 5.311606350e-01 4.711895605e-02 3.793182789e-01 3.153863853e-01 1.518423561e-01 8.048187227e-02 2.585215133e-02 494 
4.262007128e+00 4.555776150e+01 2.292741204e+01 4.341789109e+00 1.315005041e+00 2.159602519e+01 3.469000000e-03 3.767000000e-02 1.785000000e-02 1.722000000e-02 3.590000000e-03 2.821000000e-03 4.117000000e-03 2.037000000e-02 1.494000000e-02 1.096000000e-02 6.888000000e-03 1.811000000e-03 2.800000000e-01 5.000000000e-01 2.800000000e-01 3.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 8.262000000e-02 5.908600000e-02 6.643669814e-01 5.302440510e-01 6.967809633e-02 3.447517178e-01 2.528517754e-01 1.854923332e-01 1.165758386e-01 3.065023864e-02 495 
3.731233438e+00 5.433785552e+01 1.184407463e+01 9.668206640e+00 2.480480905e+00 1.793814887e+01 3.037000000e-03 4.493000000e-02 1.483000000e-02 8.894000000e-03 7.994000000e-03 2.942000000e-03 3.596000000e-03 2.164000000e-02 1.548000000e-02 8.748000000e-03 8.883000000e-03 1.423000000e-03 2.900000000e-01 5.200000000e-01 2.900000000e-01 3.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 8.262700000e-02 5.977000000e-02 6.514093456e-01 5.084155931e-01 6.016396185e-02 3.620545424e-01 2.589928058e-01 1.463610507e-01 1.486197089e-01 2.380793040e-02 496 
5.121633691e-01 4.784774870e+01 1.201359672e+01 7.277042341e+00 7.851383028e-01 3.156431057e+01 4.170000000e-04 3.954000000e-02 2.608000000e-02 9.017000000e-03 6.014000000e-03 1.557000000e-03 1.396000000e-03 1.927000000e-02 2.032000000e-02 1.044000000e-02 7.842000000e-03 1.238000000e-03 1.600000000e-01 4.700000000e-01 1.600000000e-01 3.100000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.262500000e-02 6.050600000e-02 5.876792738e-01 4.910256834e-01 2.307209202e-02 3.184808118e-01 3.358344627e-01 1.725448716e-01 1.296069811e-01 2.046078075e-02 497 
2.463558943e+00 5.227375070e+01 9.556476265e+00 3.943037334e+00 1.199331954e+00 3.056384480e+01 2.005000000e-03 4.321000000e-02 2.526000000e-02 7.175000000e-03 3.260000000e-03 1.712000000e-03 2.439000000e-03 2.092000000e-02 2.080000000e-02 1.021000000e-02 5.347000000e-03 1.219000000e-03 1.700000000e-01 4.000000000e-01 1.700000000e-01 2.700000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.100000000e-01 8.262200000e-02 6.093500000e-02 6.098254702e-01 5.108722409e-01 4.002625749e-02 3.433166489e-01 3.413473373e-01 1.675555920e-01 8.774924099e-02 2.000492328e-02 499 
1.695211628e+00 5.787458910e+01 1.907192713e+01 9.337214075e+00 4.506593712e-01 1.157039870e+01 1.379000000e-03 4.783000000e-02 9.561000000e-03 1.432000000e-02 7.717000000e-03 1.816000000e-03 2.191000000e-03 2.361000000e-02 1.317000000e-02 9.084000000e-03 9.068000000e-03 1.388000000e-03 1.800000000e-01 5.000000000e-01 1.800000000e-01 3.300000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.262300000e-02 5.851100000e-02 7.522118538e-01 5.587667276e-01 3.744595033e-02 4.035138692e-01 2.250858813e-01 1.552528584e-01 1.549794056e-01 2.372203517e-02 502 
1.556109503e+00 4.973557114e+01 9.249014055e+00 2.867798839e+00 2.113110075e+00 3.447839639e+01 1.266000000e-03 4.111000000e-02 2.849000000e-02 6.943000000e-03 2.370000000e-03 2.442000000e-03 2.246000000e-03 2.008000000e-02 2.224000000e-02 1.057000000e-02 4.921000000e-03 1.381000000e-03 2.400000000e-01 4.100000000e-01 2.400000000e-01 2.700000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.100000000e-01 8.262100000e-02 6.143800000e-02 5.816075816e-01 4.988769166e-01 3.655717960e-02 3.268335558e-01 3.619909502e-01 1.720433608e-01 8.009700837e-02 2.247794525e-02 503 
1.374765734e+00 5.134627118e+01 1.653276890e+01 4.870216431e+00 3.393777322e+00 2.248220043e+01 1.119000000e-03 4.244000000e-02 1.858000000e-02 1.241000000e-02 4.026000000e-03 4.049000000e-03 2.854000000e-03 2.151000000e-02 1.667000000e-02 1.015000000e-02 6.550000000e-03 1.916000000e-03 4.100000000e-01 5.200000000e-01 4.000000000e-01 3.600000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.262400000e-02 5.965000000e-02 6.638506971e-01 5.307627829e-01 4.784576697e-02 3.606035205e-01 2.794635373e-01 1.701592624e-01 1.098072087e-01 3.212070411e-02 504 
1.013781241e+00 5.250261639e+01 1.286164477e+01 6.747645550e+00 3.198690540e+00 2.367562151e+01 8.250000000e-04 4.339000000e-02 1.956000000e-02 9.655000000e-03 5.577000000e-03 3.609000000e-03 2.429000000e-03 2.125000000e-02 1.754000000e-02 9.707000000e-03 7.378000000e-03 1.683000000e-03 3.600000000e-01 5.200000000e-01 3.600000000e-01 3.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.261600000e-02 5.998700000e-02 6.420669120e-01 5.160618134e-01 4.049210662e-02 3.542434194e-01 2.923966859e-01 1.618183940e-01 1.229933152e-01 2.805607882e-02 506 
1.555947275e+00 4.221294333e+01 1.932128369e+01 5.358931183e+00 1.657683850e+00 2.989321067e+01 1.266000000e-03 3.489000000e-02 2.470000000e-02 1.450000000e-02 4.430000000e-03 2.829000000e-03 2.592000000e-03 1.861000000e-02 1.810000000e-02 1.124000000e-02 7.568000000e-03 1.711000000e-03 2.800000000e-01 5.200000000e-01 2.800000000e-01 3.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.261500000e-02 5.982100000e-02 5.978333232e-01 4.989886495e-01 4.332926564e-02 3.110947661e-01 3.025693318e-01 1.878938834e-01 1.265107571e-01 2.860199595e-02 507 
2.884346375e+00 5.244094414e+01 1.204040779e+01 2.702292231e+00 1.583823894e+00 2.834818558e+01 2.347000000e-03 4.335000000e-02 2.343000000e-02 9.041000000e-03 2.234000000e-03 2.217000000e-03 2.913000000e-03 2.147000000e-02 1.969000000e-02 1.035000000e-02 4.829000000e-03 1.400000000e-03 2.200000000e-01 4.000000000e-01 2.200000000e-01 2.700000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.100000000e-01 8.261900000e-02 6.065200000e-02 6.341277430e-01 5.246323287e-01 4.802809470e-02 3.539866781e-01 3.246389237e-01 1.706456506e-01 7.961814944e-02 2.308250346e-02 509 
4.306485717e+00 5.195960719e+01 1.972111678e+01 9.860414777e+00 2.987336638e+00 1.116503890e+01 3.505000000e-03 4.296000000e-02 9.231000000e-03 1.481000000e-02 8.154000000e-03 3.957000000e-03 4.437000000e-03 2.183000000e-02 1.235000000e-02 8.865000000e-03 9.766000000e-03 1.846000000e-03 4.000000000e-01 5.700000000e-01 4.000000000e-01 3.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.600000000e-01 8.261700000e-02 5.909400000e-02 6.992507595e-01 5.194266761e-01 7.508376485e-02 3.694114462e-01 2.089890683e-01 1.500152300e-01 1.652621248e-01 3.123836599e-02 511 
1.532261473e+00 5.247227369e+01 1.897314351e+01 8.399507648e+00 2.212702938e+00 1.641011075e+01 1.247000000e-03 4.337000000e-02 1.356000000e-02 1.424000000e-02 6.943000000e-03 3.260000000e-03 2.665000000e-03 2.182000000e-02 1.430000000e-02 9.620000000e-03 8.852000000e-03 1.746000000e-03 3.300000000e-01 5.400000000e-01 3.300000000e-01 3.700000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 8.262000000e-02 5.900300000e-02 6.972887921e-01 5.328542616e-01 4.516719489e-02 3.698117045e-01 2.423605579e-01 1.630425572e-01 1.500262699e-01 2.959171568e-02 512 
2.333701610e+00 4.809688842e+01 1.910839883e+01 2.014808018e+00 3.185099744e+00 2.526110338e+01 1.899000000e-03 3.976000000e-02 2.088000000e-02 1.435000000e-02 1.666000000e-03 4.072000000e-03 3.456000000e-03 2.096000000e-02 1.711000000e-02 1.098000000e-02 5.271000000e-03 2.034000000e-03 4.100000000e-01 4.900000000e-01 4.100000000e-01 3.400000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 8.262700000e-02 5.981100000e-02 6.548706839e-01 5.340154821e-01 5.778201334e-02 3.504372105e-01 2.860677802e-01 1.835782716e-01 8.812760195e-02 3.400712244e-02 513 
4.968578642e-01 4.817188292e+01 2.363234341e+01 3.053041882e+00 9.062084813e-01 2.373966544e+01 4.040000000e-04 3.981000000e-02 1.961000000e-02 1.774000000e-02 2.523000000e-03 2.536000000e-03 1.964000000e-03 2.116000000e-02 1.614000000e-02 1.165000000e-02 6.124000000e-03 1.850000000e-03 2.500000000e-01 4.800000000e-01 2.500000000e-01 3.400000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 8.262300000e-02 5.888800000e-02 6.965372838e-01 5.571593533e-01 3.335144681e-02 3.593261785e-01 2.740796087e-01 1.978331748e-01 1.039940226e-01 3.141556854e-02 514 
1.452227873e+00 5.745502331e+01 1.604331737e+01 8.931961758e+00 2.822815000e-01 1.583518819e+01 1.181000000e-03 4.748000000e-02 1.308000000e-02 1.204000000e-02 7.382000000e-03 1.448000000e-03 1.871000000e-03 2.306000000e-02 1.491000000e-02 9.223000000e-03 8.608000000e-03 1.246000000e-03 1.500000000e-01 4.700000000e-01 1.400000000e-01 3.200000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.261100000e-02 5.891800000e-02 7.204851654e-01 5.479310228e-01 3.175599986e-02 3.913914254e-01 2.530635799e-01 1.565395974e-01 1.461013612e-01 2.114803625e-02 515 
1.471681806e+00 4.257031820e+01 2.150758442e+01 5.813953930e+00 7.648107227e-01 2.787165092e+01 1.197000000e-03 3.518000000e-02 2.303000000e-02 1.615000000e-02 4.805000000e-03 2.259000000e-03 2.368000000e-03 1.886000000e-02 1.711000000e-02 1.138000000e-02 7.982000000e-03 1.656000000e-03 2.300000000e-01 5.100000000e-01 2.300000000e-01 3.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.262100000e-02 5.935600000e-02 6.212706213e-01 5.094682930e-01 3.989487162e-02 3.177437833e-01 2.882606645e-01 1.917245097e-01 1.344767168e-01 2.789945414e-02 516 
4.603283124e+00 4.161545452e+01 2.102454067e+01 7.199862966e+00 1.459524272e-01 2.541090629e+01 3.747000000e-03 3.441000000e-02 2.101000000e-02 1.579000000e-02 5.954000000e-03 1.713000000e-03 3.819000000e-03 1.862000000e-02 1.590000000e-02 1.084000000e-02 8.788000000e-03 1.469000000e-03 1.700000000e-01 5.000000000e-01 1.700000000e-01 3.400000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.262400000e-02 5.943600000e-02 6.075716499e-01 4.956591964e-01 6.425398748e-02 3.132781479e-01 2.675146376e-01 1.823810485e-01 1.478565179e-01 2.471566054e-02 517 
6.466426567e-01 4.153207300e+01 1.895693952e+01 9.556060098e-01 6.787824249e-01 3.722995638e+01 5.260000000e-04 3.432000000e-02 3.076000000e-02 1.423000000e-02 7.900000000e-04 1.995000000e-03 1.806000000e-03 1.847000000e-02 2.163000000e-02 1.226000000e-02 5.074000000e-03 1.595000000e-03 2.000000000e-01 4.100000000e-01 2.000000000e-01 2.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.000000000e-01 8.262100000e-02 6.083500000e-02 5.876230014e-01 5.051368456e-01 2.968685789e-02 3.036081203e-01 3.555519027e-01 2.015287252e-01 8.340593408e-02 2.621845977e-02 518 
4.930334811e-01 4.799648780e+01 1.047864459e+01 5.127320351e+00 2.492702912e+00 3.341181086e+01 4.010000000e-04 3.966000000e-02 2.761000000e-02 7.865000000e-03 4.237000000e-03 2.847000000e-03 1.869000000e-03 1.944000000e-02 2.132000000e-02 1.049000000e-02 6.440000000e-03 1.479000000e-03 2.900000000e-01 4.700000000e-01 2.800000000e-01 3.200000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 8.262000000e-02 6.103800000e-02 5.752239167e-01 4.903502736e-01 3.062026934e-02 3.184901209e-01 3.492906059e-01 1.718601527e-01 1.055080442e-01 2.423080704e-02 519 
2.125839370e+00 5.865889612e+01 9.385681355e+00 8.050327863e+00 3.961067123e+00 1.781818817e+01 1.730000000e-03 4.849000000e-02 1.473000000e-02 7.047000000e-03 6.655000000e-03 3.975000000e-03 3.075000000e-03 2.303000000e-02 1.608000000e-02 8.527000000e-03 7.547000000e-03 1.636000000e-03 4.000000000e-01 5.200000000e-01 4.000000000e-01 3.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 8.262700000e-02 5.989500000e-02 6.721410677e-01 5.268720260e-01 5.133984473e-02 3.845062192e-01 2.684698222e-01 1.423658068e-01 1.260038401e-01 2.731446698e-02 520 
2.088928054e+00 5.417757271e+01 5.264009930e+00 2.964530217e+00 1.195530564e+00 3.430942852e+01 1.700000000e-03 4.478000000e-02 2.835000000e-02 3.952000000e-03 2.451000000e-03 1.384000000e-03 2.033000000e-03 2.107000000e-02 2.312000000e-02 1.013000000e-02 4.433000000e-03 1.054000000e-03 1.400000000e-01 3.500000000e-01 1.400000000e-01 2.300000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.000000000e-01 8.261700000e-02 6.184000000e-02 5.898543883e-01 5.045278137e-01 3.287516171e-02 3.407179819e-01 3.738680466e-01 1.638098318e-01 7.168499353e-02 1.704398448e-02 521 
2.452928274e+00 5.693679274e+01 2.468552890e+00 1.199735866e+00 5.624032100e-01 3.637958702e+01 1.996000000e-03 4.706000000e-02 3.007000000e-02 1.853000000e-03 9.920000000e-04 6.500000000e-04 1.891000000e-03 2.182000000e-02 2.472000000e-02 1.011000000e-02 3.243000000e-03 8.510000000e-04 7.000000000e-02 2.600000000e-01 7.000000000e-02 1.700000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 6.000000000e-02 8.262100000e-02 6.263500000e-02 5.920165575e-01 5.097788776e-01 3.019078790e-02 3.483675261e-01 3.946675182e-01 1.614113515e-01 5.177616349e-02 1.358665283e-02 522 
2.815454477e+00 5.267357034e+01 2.176555278e+01 6.111290634e+00 2.635554534e+00 1.399857724e+01 2.291000000e-03 4.354000000e-02 1.157000000e-02 1.634000000e-02 5.052000000e-03 3.821000000e-03 3.636000000e-03 2.261000000e-02 1.327000000e-02 9.846000000e-03 7.524000000e-03 1.985000000e-03 3.800000000e-01 5.400000000e-01 3.800000000e-01 3.800000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.261400000e-02 5.887100000e-02 7.248166170e-01 5.513070952e-01 6.176215794e-02 3.840600635e-01 2.254080957e-01 1.672470316e-01 1.278048615e-01 3.371778974e-02 525 
